Airport_Code,Airport_Name,Late_Aircraft,Delays_NAS,Delays_Security,Delays_Weather,Flights_Cancelled,Flights_Delayed,Flights_Diverted,Flights_OnTime
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1566,1447,3,139,113,4356,76,26838
BOS,"Boston, MA: Logan International",639,677,0,54,68,1895,10,8032
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",511,195,1,47,45,1059,9,6774
CLT,"Charlotte, NC: Charlotte Douglas International",407,527,1,39,63,1376,14,7430
DCA,"Washington, DC: Ronald Reagan Washington National",333,315,1,46,57,1036,8,5744
DEN,"Denver, CO: Denver International",1116,995,1,87,154,3024,74,14220
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1415,2026,8,273,376,4816,276,16398
DTW,"Detroit, MI: Detroit Metro Wayne County",524,407,1,36,45,1387,7,8557
EWR,"Newark, NJ: Newark Liberty International",530,592,1,47,127,1582,17,7638
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",418,337,4,30,29,1156,21,5772
IAD,"Washington, DC: Washington Dulles International",171,83,0,19,23,438,0,2494
IAH,"Houston, TX: George Bush Intercontinental/Houston",816,1245,0,81,233,2814,108,10373
JFK,"New York, NY: John F. Kennedy International",474,1055,2,33,101,1967,19,6509
LAS,"Las Vegas, NV: McCarran International",868,685,3,49,35,2211,11,9854
LAX,"Los Angeles, CA: Los Angeles International",1064,1422,2,105,109,3537,21,13749
LGA,"New York, NY: LaGuardia",498,875,1,59,209,1925,53,7319
MCO,"Orlando, FL: Orlando International",601,515,2,33,44,1757,24,8655
MDW,"Chicago, IL: Chicago Midway International",459,280,0,59,65,1101,43,6235
MIA,"Miami, FL: Miami International",309,402,1,28,34,1084,8,5338
MSP,"Minneapolis, MN: Minneapolis-St Paul International",455,592,1,41,38,1526,23,8426
ORD,"Chicago, IL: Chicago O'Hare International",1335,1929,5,139,583,4364,70,20828
PDX,"Portland, OR: Portland International",241,104,2,9,17,532,1,3325
PHL,"Philadelphia, PA: Philadelphia International",297,472,3,33,23,1120,13,4682
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",835,820,3,38,85,2341,6,11311
SAN,"San Diego, CA: San Diego International",488,289,2,22,43,1176,6,5197
SEA,"Seattle, WA: Seattle/Tacoma International",420,273,0,31,49,1119,6,8080
SFO,"San Francisco, CA: San Francisco International",807,1000,1,73,124,2496,15,10380
SLC,"Salt Lake City, UT: Salt Lake City International",431,247,1,33,52,1042,26,7725
TPA,"Tampa, FL: Tampa International",362,221,1,21,18,943,10,5191
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1536,1422,5,169,154,4446,141,27684
BOS,"Boston, MA: Logan International",654,611,2,71,79,1878,17,8269
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",571,232,1,47,65,1229,33,6852
CLT,"Charlotte, NC: Charlotte Douglas International",346,393,1,36,57,1137,15,8017
DCA,"Washington, DC: Ronald Reagan Washington National",415,447,3,59,85,1310,9,5544
DEN,"Denver, CO: Denver International",1231,1214,5,124,129,3480,84,14379
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1704,1860,7,286,839,4997,230,16097
DTW,"Detroit, MI: Detroit Metro Wayne County",629,416,3,49,52,1584,10,8803
EWR,"Newark, NJ: Newark Liberty International",566,539,1,56,123,1573,44,7523
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",437,254,6,35,41,1120,3,5348
IAD,"Washington, DC: Washington Dulles International",195,132,0,26,19,548,3,2674
IAH,"Houston, TX: George Bush Intercontinental/Houston",1168,1685,3,148,350,3781,164,10125
JFK,"New York, NY: John F. Kennedy International",386,792,1,41,84,1551,21,7222
LAS,"Las Vegas, NV: McCarran International",1075,570,6,76,71,2367,9,10297
LAX,"Los Angeles, CA: Los Angeles International",1209,1253,6,141,108,3654,13,14203
LGA,"New York, NY: LaGuardia",532,909,4,78,278,1970,96,7080
MCO,"Orlando, FL: Orlando International",626,375,2,46,60,1695,10,8625
MDW,"Chicago, IL: Chicago Midway International",546,292,2,100,88,1289,32,6182
MIA,"Miami, FL: Miami International",348,436,2,44,28,1205,6,5101
MSP,"Minneapolis, MN: Minneapolis-St Paul International",525,567,1,51,54,1602,10,8815
ORD,"Chicago, IL: Chicago O'Hare International",1687,1839,3,162,336,4789,47,21737
PDX,"Portland, OR: Portland International",264,70,2,16,24,560,4,3575
PHL,"Philadelphia, PA: Philadelphia International",325,489,2,45,53,1194,25,4906
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",853,557,7,58,85,2137,4,11575
SAN,"San Diego, CA: San Diego International",552,249,0,49,62,1266,12,5255
SEA,"Seattle, WA: Seattle/Tacoma International",535,329,4,42,36,1340,13,8952
SFO,"San Francisco, CA: San Francisco International",1033,1960,3,120,150,3753,9,9608
SLC,"Salt Lake City, UT: Salt Lake City International",391,210,1,27,31,921,5,7800
TPA,"Tampa, FL: Tampa International",355,268,3,48,30,990,43,4875
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2300,1803,8,172,298,6031,197,26213
BOS,"Boston, MA: Logan International",910,777,0,99,138,2488,7,7911
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",827,585,2,138,226,2094,85,6014
CLT,"Charlotte, NC: Charlotte Douglas International",514,607,5,63,88,1632,12,7288
DCA,"Washington, DC: Ronald Reagan Washington National",470,560,1,84,169,1547,49,4934
DEN,"Denver, CO: Denver International",1847,1468,5,204,236,4773,165,13510
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1921,1441,8,229,397,4961,136,17081
DTW,"Detroit, MI: Detroit Metro Wayne County",772,818,1,77,109,2297,17,7401
EWR,"Newark, NJ: Newark Liberty International",972,1113,0,105,359,2820,51,6379
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",550,423,9,50,98,1556,11,4594
IAD,"Washington, DC: Washington Dulles International",319,238,0,43,66,893,20,2403
IAH,"Houston, TX: George Bush Intercontinental/Houston",1357,1112,1,120,405,3504,76,10222
JFK,"New York, NY: John F. Kennedy International",482,993,2,55,112,1912,17,6803
LAS,"Las Vegas, NV: McCarran International",1329,507,6,65,109,2702,21,9522
LAX,"Los Angeles, CA: Los Angeles International",1696,1432,3,140,277,4617,16,13632
LGA,"New York, NY: LaGuardia",658,1390,4,121,392,2762,78,5930
MCO,"Orlando, FL: Orlando International",911,589,7,81,112,2367,107,7675
MDW,"Chicago, IL: Chicago Midway International",717,504,4,167,216,1868,80,5822
MIA,"Miami, FL: Miami International",454,408,6,42,51,1365,22,4727
MSP,"Minneapolis, MN: Minneapolis-St Paul International",885,709,4,100,120,2353,17,8880
ORD,"Chicago, IL: Chicago O'Hare International",2551,3544,8,250,1304,7889,144,18253
PDX,"Portland, OR: Portland International",429,173,1,27,25,988,2,3696
PHL,"Philadelphia, PA: Philadelphia International",437,722,3,66,61,1622,43,4520
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1214,542,3,73,139,2693,20,11017
SAN,"San Diego, CA: San Diego International",636,259,2,46,80,1479,17,5187
SEA,"Seattle, WA: Seattle/Tacoma International",717,529,5,74,75,2027,11,9078
SFO,"San Francisco, CA: San Francisco International",1295,818,3,103,272,3135,18,10419
SLC,"Salt Lake City, UT: Salt Lake City International",512,277,2,58,39,1305,18,7613
TPA,"Tampa, FL: Tampa International",549,286,2,42,66,1371,20,4275
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2066,1581,7,185,80,5258,220,28177
BOS,"Boston, MA: Logan International",969,618,3,66,85,2356,4,8392
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",909,513,8,82,48,2063,31,6603
CLT,"Charlotte, NC: Charlotte Douglas International",525,539,3,48,60,1579,32,7699
DCA,"Washington, DC: Ronald Reagan Washington National",462,464,2,52,102,1422,37,5331
DEN,"Denver, CO: Denver International",1795,1142,3,116,126,4171,115,14671
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1575,839,6,121,159,3633,44,19059
DTW,"Detroit, MI: Detroit Metro Wayne County",692,533,3,51,58,1763,10,8663
EWR,"Newark, NJ: Newark Liberty International",832,1153,0,79,237,2650,31,6990
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",520,375,6,33,31,1477,11,4925
IAD,"Washington, DC: Washington Dulles International",246,143,0,30,34,669,5,2626
IAH,"Houston, TX: George Bush Intercontinental/Houston",959,609,4,76,163,2371,25,11478
JFK,"New York, NY: John F. Kennedy International",590,799,5,66,102,1894,20,7221
LAS,"Las Vegas, NV: McCarran International",1326,554,3,71,53,2783,38,9818
LAX,"Los Angeles, CA: Los Angeles International",1818,2603,5,150,288,5859,46,13172
LGA,"New York, NY: LaGuardia",719,1380,4,90,332,2748,71,6324
MCO,"Orlando, FL: Orlando International",931,606,4,93,52,2407,77,7978
MDW,"Chicago, IL: Chicago Midway International",784,497,3,104,62,1800,51,6446
MIA,"Miami, FL: Miami International",479,508,2,43,45,1480,51,4814
MSP,"Minneapolis, MN: Minneapolis-St Paul International",734,694,6,72,53,2076,22,9654
ORD,"Chicago, IL: Chicago O'Hare International",2173,2435,7,190,561,6130,43,21449
PDX,"Portland, OR: Portland International",435,144,4,24,10,971,1,4129
PHL,"Philadelphia, PA: Philadelphia International",467,453,3,50,31,1361,7,5051
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1264,591,5,57,92,2768,19,11391
SAN,"San Diego, CA: San Diego International",700,315,1,32,57,1564,25,5385
SEA,"Seattle, WA: Seattle/Tacoma International",737,548,6,37,36,2001,10,9942
SFO,"San Francisco, CA: San Francisco International",1261,1415,5,83,194,3684,18,10539
SLC,"Salt Lake City, UT: Salt Lake City International",598,230,1,38,26,1298,18,8160
TPA,"Tampa, FL: Tampa International",543,312,2,44,22,1367,19,4444
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1940,1612,6,187,117,5145,150,28313
BOS,"Boston, MA: Logan International",890,744,5,78,97,2399,23,8209
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",654,419,5,82,131,1562,49,6598
CLT,"Charlotte, NC: Charlotte Douglas International",459,504,4,59,129,1479,29,7626
DCA,"Washington, DC: Ronald Reagan Washington National",415,364,6,72,116,1248,25,5599
DEN,"Denver, CO: Denver International",1261,997,3,97,96,3304,81,15390
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1391,859,7,119,168,3392,38,18699
DTW,"Detroit, MI: Detroit Metro Wayne County",587,433,3,63,60,1571,13,8587
EWR,"Newark, NJ: Newark Liberty International",687,725,0,87,160,1995,14,7476
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",445,562,9,43,57,1532,5,4523
IAD,"Washington, DC: Washington Dulles International",201,116,2,40,31,576,1,2620
IAH,"Houston, TX: George Bush Intercontinental/Houston",837,725,2,84,172,2254,76,10925
JFK,"New York, NY: John F. Kennedy International",600,602,5,69,82,1710,20,7384
LAS,"Las Vegas, NV: McCarran International",956,649,9,79,66,2325,73,10237
LAX,"Los Angeles, CA: Los Angeles International",1438,2078,14,120,248,4742,14,14266
LGA,"New York, NY: LaGuardia",567,816,5,95,186,1946,32,7079
MCO,"Orlando, FL: Orlando International",697,912,10,106,81,2427,70,7089
MDW,"Chicago, IL: Chicago Midway International",520,308,3,107,52,1267,43,6566
MIA,"Miami, FL: Miami International",403,548,2,55,74,1417,30,4808
MSP,"Minneapolis, MN: Minneapolis-St Paul International",618,649,2,78,50,1888,12,9675
ORD,"Chicago, IL: Chicago O'Hare International",1832,1948,5,168,646,5110,139,22233
PDX,"Portland, OR: Portland International",370,115,2,17,12,803,2,4286
PHL,"Philadelphia, PA: Philadelphia International",390,415,1,53,54,1231,16,5115
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",927,517,7,74,119,2224,73,11288
SAN,"San Diego, CA: San Diego International",510,228,1,32,57,1212,12,5595
SEA,"Seattle, WA: Seattle/Tacoma International",756,1072,11,82,28,2555,8,9501
SFO,"San Francisco, CA: San Francisco International",1148,1106,9,108,165,3149,17,11274
SLC,"Salt Lake City, UT: Salt Lake City International",528,195,2,47,31,1157,35,8279
TPA,"Tampa, FL: Tampa International",385,320,5,69,42,1185,61,4144
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1027,1075,1,86,29,3134,80,28088
BOS,"Boston, MA: Logan International",506,597,2,50,45,1622,6,8051
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",374,447,4,89,25,1213,22,6457
CLT,"Charlotte, NC: Charlotte Douglas International",338,494,2,26,42,1186,11,7846
DCA,"Washington, DC: Ronald Reagan Washington National",237,390,1,59,67,991,8,5526
DEN,"Denver, CO: Denver International",704,477,2,56,40,1802,11,15540
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",776,408,8,51,59,1909,28,18352
DTW,"Detroit, MI: Detroit Metro Wayne County",391,394,2,34,24,1169,5,8189
EWR,"Newark, NJ: Newark Liberty International",374,568,1,57,61,1342,9,7292
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",274,485,6,14,21,1074,8,4228
IAD,"Washington, DC: Washington Dulles International",103,132,1,22,4,397,4,2520
IAH,"Houston, TX: George Bush Intercontinental/Houston",441,429,1,53,46,1310,22,10795
JFK,"New York, NY: John F. Kennedy International",387,710,5,46,42,1505,10,6488
LAS,"Las Vegas, NV: McCarran International",515,329,5,38,23,1338,14,10653
LAX,"Los Angeles, CA: Los Angeles International",842,1282,6,91,100,2915,19,14471
LGA,"New York, NY: LaGuardia",309,664,2,74,117,1420,22,6859
MCO,"Orlando, FL: Orlando International",396,482,4,37,17,1354,14,6995
MDW,"Chicago, IL: Chicago Midway International",303,207,1,85,10,810,19,6484
MIA,"Miami, FL: Miami International",244,522,3,26,30,1087,41,4488
MSP,"Minneapolis, MN: Minneapolis-St Paul International",392,538,4,39,21,1343,6,8800
ORD,"Chicago, IL: Chicago O'Hare International",1149,1785,3,109,327,3879,59,21904
PDX,"Portland, OR: Portland International",191,88,1,8,5,464,1,3995
PHL,"Philadelphia, PA: Philadelphia International",208,433,3,43,27,944,2,5032
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",443,305,6,26,62,1216,16,10731
SAN,"San Diego, CA: San Diego International",258,164,3,15,20,722,18,5413
SEA,"Seattle, WA: Seattle/Tacoma International",393,544,8,48,23,1385,10,9093
SFO,"San Francisco, CA: San Francisco International",637,741,1,55,78,1913,12,11315
SLC,"Salt Lake City, UT: Salt Lake City International",292,131,0,19,9,671,8,7718
TPA,"Tampa, FL: Tampa International",230,219,1,27,9,735,7,4024
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1034,1010,4,30,37,3098,11,29448
BOS,"Boston, MA: Logan International",459,498,2,36,57,1471,10,8623
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",310,283,0,16,11,889,19,7101
CLT,"Charlotte, NC: Charlotte Douglas International",330,398,4,12,34,1096,4,8439
DCA,"Washington, DC: Ronald Reagan Washington National",253,400,0,13,50,948,16,5804
DEN,"Denver, CO: Denver International",743,744,2,41,42,2200,18,15865
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",800,898,4,132,429,2571,143,17890
DTW,"Detroit, MI: Detroit Metro Wayne County",342,400,0,9,22,1081,11,8799
EWR,"Newark, NJ: Newark Liberty International",436,834,1,36,92,1624,25,7915
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",236,376,2,10,43,947,29,4801
IAD,"Washington, DC: Washington Dulles International",102,100,0,11,7,352,2,2639
IAH,"Houston, TX: George Bush Intercontinental/Houston",508,834,1,32,88,1813,67,11259
JFK,"New York, NY: John F. Kennedy International",368,706,2,20,38,1498,12,6737
LAS,"Las Vegas, NV: McCarran International",540,587,4,85,27,1673,11,10991
LAX,"Los Angeles, CA: Los Angeles International",793,780,3,27,78,2261,14,15386
LGA,"New York, NY: LaGuardia",299,789,1,36,116,1454,23,6977
MCO,"Orlando, FL: Orlando International",348,329,0,19,23,1163,3,7859
MDW,"Chicago, IL: Chicago Midway International",293,118,1,4,9,646,3,6955
MIA,"Miami, FL: Miami International",181,241,2,13,15,717,8,5216
MSP,"Minneapolis, MN: Minneapolis-St Paul International",300,508,1,14,17,1166,6,9434
ORD,"Chicago, IL: Chicago O'Hare International",1077,1257,8,45,77,3236,25,24270
PDX,"Portland, OR: Portland International",187,141,0,12,3,489,3,4058
PHL,"Philadelphia, PA: Philadelphia International",191,423,2,15,34,883,12,5160
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",567,442,2,28,37,1585,11,11299
SAN,"San Diego, CA: San Diego International",263,141,2,12,17,661,5,5524
SEA,"Seattle, WA: Seattle/Tacoma International",434,670,2,30,24,1453,11,8897
SFO,"San Francisco, CA: San Francisco International",753,792,0,39,74,2096,13,11987
SLC,"Salt Lake City, UT: Salt Lake City International",257,150,1,10,20,652,7,8085
TPA,"Tampa, FL: Tampa International",187,169,1,6,13,609,3,4523
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1420,1457,9,61,58,4060,26,26759
BOS,"Boston, MA: Logan International",439,418,3,22,50,1370,6,8037
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",437,249,3,13,36,1044,9,6799
CLT,"Charlotte, NC: Charlotte Douglas International",287,356,1,23,39,1044,10,8092
DCA,"Washington, DC: Ronald Reagan Washington National",256,330,2,32,46,928,6,5500
DEN,"Denver, CO: Denver International",1031,1197,1,93,238,3076,21,13785
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1067,974,6,139,234,3019,123,16167
DTW,"Detroit, MI: Detroit Metro Wayne County",400,339,4,20,64,1111,6,8680
EWR,"Newark, NJ: Newark Liberty International",491,1058,4,38,130,1959,27,7178
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",299,293,2,14,26,963,4,5712
IAD,"Washington, DC: Washington Dulles International",106,65,1,15,12,320,1,2351
IAH,"Houston, TX: George Bush Intercontinental/Houston",643,814,3,40,111,1990,31,10563
JFK,"New York, NY: John F. Kennedy International",314,436,7,24,55,1144,6,6540
LAS,"Las Vegas, NV: McCarran International",727,669,1,50,55,1967,3,9879
LAX,"Los Angeles, CA: Los Angeles International",928,1108,11,73,104,2953,23,13383
LGA,"New York, NY: LaGuardia",340,737,5,45,105,1562,35,6231
MCO,"Orlando, FL: Orlando International",423,378,5,25,35,1331,13,8509
MDW,"Chicago, IL: Chicago Midway International",329,195,1,69,132,801,54,5929
MIA,"Miami, FL: Miami International",222,281,7,22,16,831,12,5042
MSP,"Minneapolis, MN: Minneapolis-St Paul International",516,545,4,50,39,1511,9,8254
ORD,"Chicago, IL: Chicago O'Hare International",1287,1724,7,110,875,3962,115,21111
PDX,"Portland, OR: Portland International",223,138,2,14,8,552,16,3813
PHL,"Philadelphia, PA: Philadelphia International",216,371,4,26,35,878,4,5046
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",676,611,7,37,83,1902,4,10542
SAN,"San Diego, CA: San Diego International",364,284,3,36,69,997,84,4815
